trait,location_year,location,pearson,spearman,ndcg_at_10,n_test_genotypes,iteration,fold,seed,cv_scheme,train_location
DTH,PAK_2020,PAK,0.508495514263169,0.476660928685138,0.878870872011019,47,3,5,1003,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.32346153656844,0.350125154342943,0.854105824501256,50,3,5,1003,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.342165491667327,0.312788266784161,0.827401321083586,42,4,1,1004,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.443600686918359,0.453642476490899,0.780272467910941,49,4,1,1004,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.462038959569294,0.509752161403892,0.866002153389703,50,4,1,1004,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.336824241357148,0.380522760589784,0.933820707914921,42,4,2,1004,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.404747203027723,0.384152822298764,0.818890908043433,51,4,2,1004,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.374592152610583,0.26148839717293,0.880313569599758,48,4,2,1004,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.221868639371082,0.207833135556861,0.654957026805571,39,4,3,1004,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.512195698508671,0.513522345588533,0.927771880662443,50,4,3,1004,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.356768588767436,0.358060527163099,0.870697721826447,47,4,3,1004,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.250793389007704,0.241663478513272,0.697069995530702,50,4,4,1004,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.309000559120326,0.306060606721013,0.821341271941758,47,4,4,1004,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.246532273018283,0.211206374168215,0.851972899056388,45,4,4,1004,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.323796760448772,0.37485400157476,0.926148317775058,35,4,5,1004,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.153361343570929,0.12069594699299,0.812544660039706,46,4,5,1004,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.179445449983581,0.113856865602539,0.844272485301143,49,4,5,1004,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.327010868070288,0.330478899097563,0.842719560130253,44,5,1,1005,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.292846462203548,0.292612720364825,0.850425823446332,49,5,1,1005,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.337039176363744,0.261117732620184,0.876796741145264,48,5,1,1005,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.264876225936278,0.251305495491496,0.736601170676063,39,5,2,1005,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.509596238015169,0.539330764397575,0.788955530129894,46,5,2,1005,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.326886694804347,0.475619730745115,0.819588739168528,44,5,2,1005,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.0924573096959549,0.155629304803133,0.773567170582945,40,5,3,1005,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.359316261847381,0.345832132101576,0.858086211395477,45,5,3,1005,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.261677493619277,0.24681148749249,0.843727070521881,47,5,3,1005,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.473471418134036,0.472144388421494,0.904185368680807,44,5,4,1005,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.217715488785898,0.229551972272541,0.865991555244939,49,5,4,1005,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.417875177983042,0.42403830772879,0.914890435897186,49,5,4,1005,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.229630643483556,0.273376804712452,0.753914569166185,41,5,5,1005,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.449898744414195,0.427197012335125,0.907166437170462,54,5,5,1005,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.438494526250892,0.390182178357525,0.893174351334186,51,5,5,1005,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.100790996262829,0.186665811902616,0.724527945246355,44,6,1,1006,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.479827065864392,0.484580397455044,0.849514404645712,44,6,1,1006,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.135834254453679,0.141675944345227,0.716283968008944,46,6,1,1006,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.193560212424158,0.213184790580844,0.844615159566207,41,6,2,1006,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.285622918185369,0.237081252565326,0.868898079002244,50,6,2,1006,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.350246600301153,0.319413559733065,0.891474769916297,48,6,2,1006,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.470099634142079,0.398025548427164,0.708884071582254,38,6,3,1006,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.419212253612014,0.398931397782084,0.818303072416773,52,6,3,1006,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.428484028169198,0.432227683166837,0.937460811902044,47,6,3,1006,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.222288488322862,0.174307894600127,0.729081205432916,42,6,4,1006,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.267861126848516,0.243929162138571,0.806058744318394,49,6,4,1006,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.431036435003917,0.388033862209358,0.891070487352005,49,6,4,1006,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.455561107115195,0.538725480470624,0.946399787552338,43,6,5,1006,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.401769969597505,0.413242678975167,0.845026740320951,48,6,5,1006,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.321407033240851,0.282927914186666,0.890707996125893,49,6,5,1006,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.327893025182822,0.266087391399392,0.759819182457017,41,7,1,1007,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.334435609167751,0.296345461701594,0.762736143130238,43,7,1,1007,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.485644749919338,0.490196118610104,0.904182193025784,47,7,1,1007,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.152240535580805,0.222326602907679,0.644686528732947,44,7,2,1007,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.427300226430125,0.381352770770379,0.874998166591607,47,7,2,1007,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.401594855677967,0.325035341756348,0.859383727390936,44,7,2,1007,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.216371971843544,0.227925998928857,0.737484419456257,41,7,3,1007,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.378207466972225,0.345899960973741,0.868980546125625,49,7,3,1007,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.248025804431291,0.23290695882271,0.819623808411586,48,7,3,1007,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.27277532014154,0.296872323608084,0.924529228547363,39,7,4,1007,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.315628436894069,0.317434293523017,0.910601272337819,49,7,4,1007,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.435613959134347,0.411246765976126,0.917039168097695,51,7,4,1007,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.504938633687718,0.475471790131339,0.914344523086529,43,7,5,1007,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.314592519680652,0.327944973363877,0.684119357124472,55,7,5,1007,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.190631072881747,0.186983179032232,0.803829120410634,49,7,5,1007,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.428436094093531,0.426651642004411,0.795915271557473,40,8,1,1008,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.356205518087326,0.346564357109461,0.852518732728551,49,8,1,1008,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.137253154412083,0.151052836214471,0.827531457298008,45,8,1,1008,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.0686638788009279,0.0874559503280403,0.808007704990821,42,8,2,1008,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.233796287813924,0.156271282518707,0.772622908232753,50,8,2,1008,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.385113307950135,0.329258539176022,0.915193467924681,53,8,2,1008,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.25542709870171,0.269484549415923,0.878849665359375,44,8,3,1008,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.544196775198664,0.548455902871202,0.904355844807986,47,8,3,1008,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.573453267641156,0.450711255748199,0.924277625104972,46,8,3,1008,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.418033802425493,0.400489991188995,0.821456790039214,39,8,4,1008,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.305910218704901,0.296888883955186,0.82223118576243,50,8,4,1008,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.170873076528649,0.184722515487771,0.815287788424884,52,8,4,1008,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.284619798039608,0.309279162757086,0.798233388699468,43,8,5,1008,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.387316814135118,0.371712313914631,0.819780919574362,47,8,5,1008,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.471836410706237,0.494087550316623,0.85657584726645,43,8,5,1008,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.286420234977999,0.237652137166994,0.834498949724379,38,9,1,1009,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.221043009357456,0.251253857979301,0.852404289462433,51,9,1,1009,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.219060808717249,0.190393465288875,0.857132963071091,48,9,1,1009,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.421855078932808,0.438779992733923,0.890730466821312,39,9,2,1009,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.135099696340741,0.203562690574847,0.710051091160941,47,9,2,1009,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.229610664208338,0.31788039841748,0.775586757629249,46,9,2,1009,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.237284384118528,0.275741240138569,0.708222093704491,45,9,3,1009,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.330199729010816,0.327154307765581,0.791431586523575,46,9,3,1009,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.249597316235417,0.230816408626227,0.799203189489564,49,9,3,1009,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.23417222570776,0.271485680788054,0.756781233543419,45,9,4,1009,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.47810365469768,0.481355199890975,0.882804700250957,48,9,4,1009,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.482506972155072,0.468431003838708,0.913604661285315,47,9,4,1009,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.285991973932064,0.284842088589076,0.853662543873127,41,9,5,1009,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.537661516934039,0.499230277521326,0.893867446429648,51,9,5,1009,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.431531975849926,0.362181769283183,0.879280796931262,49,9,5,1009,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.382251621716233,0.41477730674679,0.858457682951318,44,10,1,1010,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.379958797175352,0.362958590475018,0.860252568951848,49,10,1,1010,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.40532669404344,0.345876701361108,0.88393995337487,50,10,1,1010,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.282045333233239,0.295991740950535,0.672886220314195,44,10,2,1010,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.265261585130502,0.265493203256939,0.816745203549448,50,10,2,1010,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.221784216597025,0.195792057802354,0.811211244193376,48,10,2,1010,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.184446782323685,0.151833561428575,0.846002893779674,37,10,3,1010,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.416435121083511,0.363193873315755,0.725848188506934,45,10,3,1010,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.29440304209856,0.241439174392799,0.860407904021547,47,10,3,1010,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.255942586746143,0.28565417509091,0.831670111117285,41,10,4,1010,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.463414044101848,0.440287934387656,0.880020404668183,47,10,4,1010,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.281303765714591,0.241945732337372,0.866267687246685,44,10,4,1010,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.396415946501024,0.412661244306521,0.825533816432968,42,10,5,1010,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.289777157016213,0.323322341922739,0.881570589675078,52,10,5,1010,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.495573202584624,0.508695281981511,0.934129749632215,50,10,5,1010,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.162283951582882,0.105059389219756,0.688457656604098,42,11,1,1011,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.388853490900296,0.32102887418585,0.773199570648298,49,11,1,1011,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.323201569218647,0.272203903714313,0.87121400298636,48,11,1,1011,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.119987174911031,0.159435316451476,0.653038221168691,44,11,2,1011,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.316187381510744,0.333506460391462,0.829822395458152,52,11,2,1011,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.036768377129982,0.0090233400630017,0.669083229294946,47,11,2,1011,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.288346026351483,0.244023459224747,0.872761187411492,38,11,3,1011,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.330079838267598,0.280285611832352,0.719774393954837,47,11,3,1011,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.35229742625384,0.28643573510623,0.792734006293438,48,11,3,1011,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.501767509420046,0.520032758221227,0.89715801264856,44,11,4,1011,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.280765816396917,0.292251151185362,0.905424193458559,51,11,4,1011,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.594424293138133,0.602697587173813,0.970452177154058,51,11,4,1011,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.287783110514049,0.27204920657529,0.757936453796663,40,11,5,1011,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.541474583247425,0.500002203186986,0.858992435087896,44,11,5,1011,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.440051188638284,0.471108023451973,0.868195992854995,45,11,5,1011,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.160448966479063,0.263697748810403,0.805436280771597,41,12,1,1012,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.280381635843143,0.281463705457735,0.874649407464379,51,12,1,1012,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.369726890088289,0.383105808342363,0.91476264249585,49,12,1,1012,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.327416850439546,0.286451114226007,0.715601680548776,32,12,2,1012,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.336158613867561,0.278906041388912,0.672635777339213,49,12,2,1012,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.309018799096842,0.325640296498157,0.796089076476961,46,12,2,1012,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.109456671638476,0.145647901210621,0.580507190831984,46,12,3,1012,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.349077954140743,0.290106689290483,0.839329170457217,46,12,3,1012,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.339913123879196,0.284317733909869,0.833968009643556,47,12,3,1012,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.539706103717153,0.468296646115079,0.931653693584231,48,12,4,1012,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.370612366250406,0.411524801712352,0.846649859201003,54,12,4,1012,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.285511832441816,0.274453383241588,0.858467810071777,50,12,4,1012,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.231119685669808,0.188435885928589,0.845289002085617,41,12,5,1012,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.45296861302494,0.448989198304797,0.855835072411163,43,12,5,1012,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.352247444944495,0.325320445750395,0.810088669832435,47,12,5,1012,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.234244005948564,0.205508935805907,0.814416873577189,43,13,1,1013,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.220235711601891,0.247792537039617,0.62393265662685,47,13,1,1013,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.282393124641404,0.193790819150854,0.815783143775591,45,13,1,1013,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.484422555822564,0.533256125346101,0.821660908806063,39,13,2,1013,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.545975790133446,0.4923536924168,0.922910310904332,52,13,2,1013,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.487772534559185,0.543361308952413,0.939229811762028,49,13,2,1013,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.139024961443999,0.0898859755125349,0.708308606767976,38,13,3,1013,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.0146771215605615,0.0413209279256262,0.794631625692615,48,13,3,1013,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.190727529013541,0.186583432548611,0.856961164338333,48,13,3,1013,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.209383683912911,0.206650371630563,0.770051037428182,45,13,4,1013,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.452441696344559,0.441808851249971,0.871143423380447,46,13,4,1013,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.371934349557747,0.398344825845498,0.8678161441733,47,13,4,1013,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.38585935776145,0.456946983806003,0.904882277778993,43,13,5,1013,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.422788710879624,0.388733582771544,0.833092675242665,50,13,5,1013,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.390472166905892,0.289655982986076,0.852469535504738,50,13,5,1013,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.364063858153215,0.330608639978828,0.94631721705353,41,14,1,1014,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.481242521904538,0.434737310029739,0.784286685850348,43,14,1,1014,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.401062407807599,0.408641408404189,0.833709024315154,42,14,1,1014,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.18819136945058,0.283438970521293,0.740095267139908,42,14,2,1014,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.238879891535547,0.30797678052537,0.871946596411579,49,14,2,1014,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.188174195093136,0.287150997338136,0.930713906007107,49,14,2,1014,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.315126601055643,0.319281539554199,0.863879907577569,41,14,3,1014,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.53935822390079,0.585524709769303,0.866865107617799,51,14,3,1014,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.432085948809584,0.41613816271861,0.874638881079385,50,14,3,1014,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.376367652239894,0.412184494100647,0.716527756821622,46,14,4,1014,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.310032486097083,0.261547853009192,0.885433604066423,50,14,4,1014,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.363027321780554,0.351026545462648,0.822341414714338,51,14,4,1014,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.226036588217576,0.173777181151966,0.681104772906475,38,14,5,1014,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.253442298503932,0.256979942411866,0.831120535731723,50,14,5,1014,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.293658666097762,0.203719254499309,0.810891417961477,47,14,5,1014,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.414687586705072,0.468160636164529,0.896541321784542,46,15,1,1015,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.551266638168185,0.470344972386484,0.82287305173154,48,15,1,1015,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.498531012495511,0.445968388905384,0.83588186090666,47,15,1,1015,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.423176846494336,0.440415619084329,0.915356624669916,32,15,2,1015,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.390274110874706,0.379089882757017,0.76234153376954,46,15,2,1015,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.53807918921355,0.530371487568389,0.903827785809372,47,15,2,1015,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.22025892095563,0.240978047732455,0.759653137702634,44,15,3,1015,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.404828334013636,0.410530088423217,0.944260474739558,44,15,3,1015,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.239931051019672,0.264437339568318,0.794804102748898,46,15,3,1015,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.233177431610207,0.233543842904165,0.740479918680563,44,15,4,1015,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.340684603545224,0.292039141614179,0.80319434099069,53,15,4,1015,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.313350469514322,0.274585914530074,0.86363675909895,49,15,4,1015,CV1_PAK,PAK
DTH,PAK_2019,PAK,0.297347909434324,0.366056452716263,0.852011563244042,42,15,5,1015,CV1_PAK,PAK
DTH,PAK_2020,PAK,0.216035059461537,0.159601692068988,0.872262172087408,52,15,5,1015,CV1_PAK,PAK
DTH,PAK_2021,PAK,0.241758814756051,0.175574426760336,0.875289294044574,50,15,5,1015,CV1_PAK,PAK
PcleLng,AUS_2018,AUS,0.418330341493104,0.41360004992243,0.653849809922244,102,1,1,1001,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.202043212053395,0.216929381890683,0.632211312515619,42,1,1,1001,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.432162213457907,0.436827744083379,0.681612245969943,95,1,2,1001,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.273651492280131,0.279440633215868,0.752329787378535,50,1,2,1001,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.318180470499865,0.32971011269537,0.606299372122091,98,1,3,1001,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.403637240979788,0.377979615417102,0.685858656348661,52,1,3,1001,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.19732171090952,0.243242922231548,0.517539203300132,101,1,4,1001,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.334225772210634,0.357363417071687,0.711098598912739,42,1,4,1001,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.489218390010188,0.540838712728802,0.696558945611992,98,1,5,1001,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.279135409832552,0.181372387372341,0.632915809487856,50,1,5,1001,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.386604395664899,0.460416644628459,0.55063051193645,97,2,1,1002,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.365552200830477,0.358302551886849,0.786688202639299,54,2,1,1002,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.270359896994466,0.286105746018202,0.55101393189352,101,2,2,1002,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.211941962835173,0.252851613945046,0.618695693317432,41,2,2,1002,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.396470612885156,0.411404199351016,0.691750237813696,101,2,3,1002,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.249023383424329,0.182131297286301,0.596922995458909,38,2,3,1002,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.419203812078941,0.438346360569404,0.856166969963501,100,2,4,1002,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.277445775140727,0.215600320330004,0.58986089052332,54,2,4,1002,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.28533012106628,0.331217836779014,0.51613305622104,95,2,5,1002,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.427884839805001,0.422479791963137,0.700028913455486,49,2,5,1002,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.340176748327032,0.379096225040876,0.601785013393382,100,3,1,1003,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.196530047869922,0.294583527411558,0.560494817701171,50,3,1,1003,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.371134642125361,0.435111643102826,0.706131970826668,100,3,2,1003,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.504255955964007,0.441909892887266,0.796728655612867,44,3,2,1003,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.289970435803329,0.331494075732975,0.577991447695829,100,3,3,1003,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.152582136052551,0.125014701540884,0.562464761352646,43,3,3,1003,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.407203372379723,0.399466570765338,0.600670109849414,95,3,4,1003,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.282667844299815,0.271344047693705,0.693986027389228,49,3,4,1003,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.39054167229138,0.399869907088829,0.708845225692965,99,3,5,1003,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.297413538149205,0.218151192893065,0.628884810053732,50,3,5,1003,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.267056023569332,0.286283996658056,0.649138006639947,98,4,1,1004,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.334251101356721,0.244118351646482,0.518096986084895,51,4,1,1004,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.379022849930245,0.437639224891729,0.650124703600047,97,4,2,1004,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.0201094084962405,0.0397732158405152,0.618778616529232,51,4,2,1004,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.336352124104241,0.306816635992211,0.527927258347249,98,4,3,1004,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.520274182688694,0.45702849594602,0.766037098226141,44,4,3,1004,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.381774240309502,0.405762363881977,0.602323544738971,105,4,4,1004,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.412664964494378,0.413780671568415,0.596716195979911,52,4,4,1004,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.38565814124862,0.419774636101463,0.706356747688502,96,4,5,1004,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.225200695803138,0.141287436014878,0.559964622936183,38,4,5,1004,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.352132914185922,0.331754395712235,0.608387353841812,103,5,1,1005,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.299402163160387,0.296942273235322,0.650583204300045,54,5,1,1005,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.421067034068445,0.438785708373805,0.702457897390814,95,5,2,1005,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.410855847174067,0.426879716066639,0.56201981965246,56,5,2,1005,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.426797461299969,0.482295965832672,0.507454436485908,94,5,3,1005,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.199728010775146,0.157342423037518,0.631330100518737,43,5,3,1005,CV1_AUS,AUS
PcleLng,AUS_2018,AUS,0.130611199089881,0.227487999357069,0.533713586060888,101,5,4,1005,CV1_AUS,AUS
PcleLng,AUS_2019,AUS,0.156122732216325,0.081316165330615,0.631474217767208,40,5,4,1005,CV1_AUS,AUS
