trait,location_year,location,pearson,spearman,ndcg_at_10,n_test_genotypes,iteration,fold,seed,cv_scheme,model
DTF,PAK_2019,PAK,0.16883209,0.04020633,0.856003555,44,8,3,2008,CV2,BayesC
DTF,PAK_2020,PAK,0.503365524,0.487180091,0.827102486,53,8,3,2008,CV2,BayesC
DTF,PAK_2021,PAK,0.663428447,0.61122608,0.891391339,49,8,3,2008,CV2,BayesC
DTF,AUS_2018,AUS,0.445432171,0.355565727,0.737432081,99,8,4,2008,CV2,BayesC
DTF,AUS_2019,AUS,0.185770681,0.200616095,0.781141171,47,8,4,2008,CV2,BayesC
DTF,PAK_2019,PAK,0.204989263,0.062843151,0.884936925,44,8,4,2008,CV2,BayesC
DTF,PAK_2020,PAK,0.645330722,0.534327859,0.904522189,53,8,4,2008,CV2,BayesC
DTF,PAK_2021,PAK,0.496134953,0.454441154,0.748985338,49,8,4,2008,CV2,BayesC
DTF,AUS_2018,AUS,0.357055603,0.298125682,0.775709111,98,8,5,2008,CV2,BayesC
DTF,AUS_2019,AUS,0.554586095,0.472015072,0.94245505,47,8,5,2008,CV2,BayesC
DTF,PAK_2019,PAK,0.155707199,0.061962636,0.833080298,44,8,5,2008,CV2,BayesC
DTF,PAK_2020,PAK,0.640446298,0.577267519,0.883725019,53,8,5,2008,CV2,BayesC
DTF,PAK_2021,PAK,0.35677367,0.346756512,0.786848462,48,8,5,2008,CV2,BayesC
DTF,AUS_2018,AUS,0.217905935,0.198836634,0.735214982,99,9,1,2009,CV2,BayesC
DTF,AUS_2019,AUS,0.273872503,0.33255555,0.847513599,48,9,1,2009,CV2,BayesC
DTF,PAK_2019,PAK,0.340100419,0.254031932,0.87656165,45,9,1,2009,CV2,BayesC
DTF,PAK_2020,PAK,0.437735036,0.366603258,0.90024979,54,9,1,2009,CV2,BayesC
DTF,PAK_2021,PAK,0.706783414,0.590380099,0.936818285,49,9,1,2009,CV2,BayesC
DTF,AUS_2018,AUS,0.468630386,0.365225941,0.813736248,99,9,2,2009,CV2,BayesC
DTF,AUS_2019,AUS,0.295107245,0.449168564,0.849229789,47,9,2,2009,CV2,BayesC
DTF,PAK_2019,PAK,0.251786432,0.051598318,0.852462766,44,9,2,2009,CV2,BayesC
DTF,PAK_2020,PAK,0.587410505,0.458614804,0.804001253,54,9,2,2009,CV2,BayesC
DTF,PAK_2021,PAK,0.578718497,0.572617115,0.780871156,49,9,2,2009,CV2,BayesC
DTF,AUS_2018,AUS,0.454300228,0.385564577,0.756656054,99,9,3,2009,CV2,BayesC
DTF,AUS_2019,AUS,0.446003098,0.19639332,0.851130868,47,9,3,2009,CV2,BayesC
DTF,PAK_2019,PAK,0.233631003,0.111720355,0.672416515,44,9,3,2009,CV2,BayesC
DTF,PAK_2020,PAK,0.563590933,0.5576317,0.842996998,53,9,3,2009,CV2,BayesC
DTF,PAK_2021,PAK,0.607101369,0.405872752,0.83139549,49,9,3,2009,CV2,BayesC
DTF,AUS_2018,AUS,0.369883039,0.298749412,0.781927772,99,9,4,2009,CV2,BayesC
DTF,AUS_2019,AUS,0.291228223,0.186467663,0.906167114,47,9,4,2009,CV2,BayesC
DTF,PAK_2019,PAK,0.4320662,0.28811749,0.898640377,44,9,4,2009,CV2,BayesC
DTF,PAK_2020,PAK,0.571540792,0.58797559,0.755184861,53,9,4,2009,CV2,BayesC
DTF,PAK_2021,PAK,0.563808424,0.457160412,0.790447257,49,9,4,2009,CV2,BayesC
DTF,AUS_2018,AUS,0.434661728,0.329133587,0.873595049,98,9,5,2009,CV2,BayesC
DTF,AUS_2019,AUS,0.453546407,0.460005995,0.918306045,47,9,5,2009,CV2,BayesC
DTF,PAK_2019,PAK,0.521786438,0.187562473,0.895775153,44,9,5,2009,CV2,BayesC
DTF,PAK_2020,PAK,0.522983334,0.488965727,0.881352196,53,9,5,2009,CV2,BayesC
DTF,PAK_2021,PAK,0.539657971,0.545192988,0.791868782,48,9,5,2009,CV2,BayesC
DTF,AUS_2018,AUS,0.380637726,0.265931345,0.722550935,99,10,1,2010,CV2,BayesC
DTF,AUS_2019,AUS,0.413651163,0.325327656,0.805845191,48,10,1,2010,CV2,BayesC
DTF,PAK_2019,PAK,0.03442345,-0.121480499,0.926014963,45,10,1,2010,CV2,BayesC
DTF,PAK_2020,PAK,0.516183888,0.483518225,0.850751374,54,10,1,2010,CV2,BayesC
DTF,PAK_2021,PAK,0.495971249,0.349862266,0.856350942,49,10,1,2010,CV2,BayesC
DTF,AUS_2018,AUS,0.137796857,0.092678698,0.771539357,99,10,2,2010,CV2,BayesC
DTF,AUS_2019,AUS,-0.087774604,0.158211388,0.696365956,47,10,2,2010,CV2,BayesC
DTF,PAK_2019,PAK,0.517589966,0.42561783,0.925198662,44,10,2,2010,CV2,BayesC
DTF,PAK_2020,PAK,0.460349817,0.497835928,0.890837379,54,10,2,2010,CV2,BayesC
DTF,PAK_2021,PAK,0.67036728,0.605896741,0.860162479,49,10,2,2010,CV2,BayesC
DTF,AUS_2018,AUS,0.513338068,0.363046968,0.831085516,99,10,3,2010,CV2,BayesC
DTF,AUS_2019,AUS,0.466239769,0.436064516,0.940546756,47,10,3,2010,CV2,BayesC
DTF,PAK_2019,PAK,0.333057685,0.153560235,0.920712555,44,10,3,2010,CV2,BayesC
DTF,PAK_2020,PAK,0.546448359,0.524808071,0.837831356,53,10,3,2010,CV2,BayesC
DTF,PAK_2021,PAK,0.429741447,0.408860104,0.804039915,49,10,3,2010,CV2,BayesC
DTF,AUS_2018,AUS,0.324779845,0.353272706,0.818811717,99,10,4,2010,CV2,BayesC
DTF,AUS_2019,AUS,0.465670902,0.381258935,0.910809037,47,10,4,2010,CV2,BayesC
DTF,PAK_2019,PAK,0.19578707,0.023651558,0.530084618,44,10,4,2010,CV2,BayesC
DTF,PAK_2020,PAK,0.659837815,0.488355943,0.868112085,53,10,4,2010,CV2,BayesC
DTF,PAK_2021,PAK,0.628060685,0.587298456,0.859804938,49,10,4,2010,CV2,BayesC
DTF,AUS_2018,AUS,0.318229504,0.251855098,0.717722789,98,10,5,2010,CV2,BayesC
DTF,AUS_2019,AUS,0.319231392,0.24974117,0.822818273,47,10,5,2010,CV2,BayesC
DTF,PAK_2019,PAK,0.32470299,0.101111837,0.721878154,44,10,5,2010,CV2,BayesC
DTF,PAK_2020,PAK,0.558381702,0.541364544,0.815322571,53,10,5,2010,CV2,BayesC
DTF,PAK_2021,PAK,0.625073828,0.55963738,0.852857811,48,10,5,2010,CV2,BayesC
DTF,AUS_2018,AUS,0.406269333,0.349080715,0.772635537,99,11,1,2011,CV2,BayesC
DTF,AUS_2019,AUS,0.072346457,0.1213368,0.67933863,48,11,1,2011,CV2,BayesC
DTF,PAK_2019,PAK,0.184086695,0.171796288,0.715385932,45,11,1,2011,CV2,BayesC
DTF,PAK_2020,PAK,0.619669458,0.550477004,0.901432815,54,11,1,2011,CV2,BayesC
DTF,PAK_2021,PAK,0.500170637,0.406598961,0.811436083,49,11,1,2011,CV2,BayesC
DTF,AUS_2018,AUS,0.419407803,0.389223791,0.822194005,99,11,2,2011,CV2,BayesC
DTF,AUS_2019,AUS,0.35151149,0.389177631,0.898564612,47,11,2,2011,CV2,BayesC
DTF,PAK_2019,PAK,0.500194728,0.3498534,0.909202205,44,11,2,2011,CV2,BayesC
DTF,PAK_2020,PAK,0.401890823,0.441734131,0.851844573,54,11,2,2011,CV2,BayesC
DTF,PAK_2021,PAK,0.655956369,0.616684138,0.873763286,49,11,2,2011,CV2,BayesC
DTF,AUS_2018,AUS,0.326030379,0.341879056,0.828562186,99,11,3,2011,CV2,BayesC
DTF,AUS_2019,AUS,0.556518877,0.502752545,0.916289544,47,11,3,2011,CV2,BayesC
DTF,PAK_2019,PAK,0.356966776,0.175662524,0.919465361,44,11,3,2011,CV2,BayesC
DTF,PAK_2020,PAK,0.485855395,0.438275013,0.854114551,53,11,3,2011,CV2,BayesC
DTF,PAK_2021,PAK,0.593135088,0.613346989,0.90851445,49,11,3,2011,CV2,BayesC
DTF,AUS_2018,AUS,0.386789884,0.303894646,0.745346621,99,11,4,2011,CV2,BayesC
DTF,AUS_2019,AUS,0.398738459,0.476013301,0.835176736,47,11,4,2011,CV2,BayesC
DTF,PAK_2019,PAK,0.255155467,0.102256941,0.759160054,44,11,4,2011,CV2,BayesC
DTF,PAK_2020,PAK,0.438909857,0.52079134,0.925474351,53,11,4,2011,CV2,BayesC
DTF,PAK_2021,PAK,0.602919194,0.556808948,0.887837317,49,11,4,2011,CV2,BayesC
DTF,AUS_2018,AUS,0.186731571,0.147584297,0.707518708,98,11,5,2011,CV2,BayesC
DTF,AUS_2019,AUS,0.353167421,0.320102252,0.833869665,47,11,5,2011,CV2,BayesC
DTF,PAK_2019,PAK,0.177498709,0.147690486,0.890888315,44,11,5,2011,CV2,BayesC
DTF,PAK_2020,PAK,0.497692938,0.526690574,0.787997357,53,11,5,2011,CV2,BayesC
DTF,PAK_2021,PAK,0.608719263,0.470112291,0.823394125,48,11,5,2011,CV2,BayesC
DTF,AUS_2018,AUS,0.224080482,0.26586392,0.73077332,99,12,1,2012,CV2,BayesC
DTF,AUS_2019,AUS,0.432374244,0.112856869,0.889227398,48,12,1,2012,CV2,BayesC
DTF,PAK_2019,PAK,0.160718739,0.062030857,0.838871419,45,12,1,2012,CV2,BayesC
DTF,PAK_2020,PAK,0.564078687,0.556704847,0.88626853,54,12,1,2012,CV2,BayesC
DTF,PAK_2021,PAK,0.697558144,0.625867753,0.839860622,49,12,1,2012,CV2,BayesC
DTF,AUS_2018,AUS,0.340200591,0.321208199,0.686576109,99,12,2,2012,CV2,BayesC
DTF,AUS_2019,AUS,0.46304718,0.394787892,0.841800742,47,12,2,2012,CV2,BayesC
DTF,PAK_2019,PAK,0.224656935,-0.004788325,0.892286841,44,12,2,2012,CV2,BayesC
DTF,PAK_2020,PAK,0.448688878,0.396356253,0.864446143,54,12,2,2012,CV2,BayesC
DTF,PAK_2021,PAK,0.480310229,0.461137992,0.894131678,49,12,2,2012,CV2,BayesC
DTF,AUS_2018,AUS,0.360591262,0.346327873,0.827435994,99,12,3,2012,CV2,BayesC
DTF,AUS_2019,AUS,0.50690412,0.45757661,0.873973916,47,12,3,2012,CV2,BayesC
DTF,PAK_2019,PAK,0.397444197,0.356617829,0.921623799,44,12,3,2012,CV2,BayesC
DTF,PAK_2020,PAK,0.545056104,0.495139103,0.93015384,53,12,3,2012,CV2,BayesC
DTF,PAK_2021,PAK,0.715012196,0.616277237,0.839261473,49,12,3,2012,CV2,BayesC
DTF,AUS_2018,AUS,0.515578847,0.332341911,0.869616101,99,12,4,2012,CV2,BayesC
DTF,AUS_2019,AUS,0.279460832,0.328806389,0.865482253,47,12,4,2012,CV2,BayesC
DTF,PAK_2019,PAK,0.09449319,0.056320711,0.454292941,44,12,4,2012,CV2,BayesC
DTF,PAK_2020,PAK,0.442094955,0.424980552,0.778523291,53,12,4,2012,CV2,BayesC
DTF,PAK_2021,PAK,0.596238118,0.45721012,0.843866429,49,12,4,2012,CV2,BayesC
DTF,AUS_2018,AUS,0.42150705,0.307991576,0.824048724,98,12,5,2012,CV2,BayesC
DTF,AUS_2019,AUS,0.282690613,0.369043822,0.911363464,47,12,5,2012,CV2,BayesC
DTF,PAK_2019,PAK,0.373975715,0.246755258,0.849703171,44,12,5,2012,CV2,BayesC
DTF,PAK_2020,PAK,0.662078156,0.662420163,0.933191176,53,12,5,2012,CV2,BayesC
DTF,PAK_2021,PAK,0.414274907,0.441505634,0.916545797,48,12,5,2012,CV2,BayesC
DTF,AUS_2018,AUS,0.292733501,0.225258229,0.727955011,99,13,1,2013,CV2,BayesC
DTF,AUS_2019,AUS,0.491478319,0.545526591,0.931144404,48,13,1,2013,CV2,BayesC
DTF,PAK_2019,PAK,0.379847739,0.109573391,0.936588027,45,13,1,2013,CV2,BayesC
DTF,PAK_2020,PAK,0.523361659,0.392659074,0.77736728,54,13,1,2013,CV2,BayesC
DTF,PAK_2021,PAK,0.473428078,0.490057534,0.774768814,49,13,1,2013,CV2,BayesC
DTF,AUS_2018,AUS,0.333313187,0.311424422,0.733686368,99,13,2,2013,CV2,BayesC
DTF,AUS_2019,AUS,0.601721941,0.336371091,0.933022615,47,13,2,2013,CV2,BayesC
DTF,PAK_2019,PAK,0.26189563,-0.020521562,0.738468936,44,13,2,2013,CV2,BayesC
DTF,PAK_2020,PAK,0.54936305,0.486865564,0.878141998,54,13,2,2013,CV2,BayesC
DTF,PAK_2021,PAK,0.517081483,0.52951101,0.873137459,49,13,2,2013,CV2,BayesC
DTF,AUS_2018,AUS,0.404306324,0.25916297,0.725544305,99,13,3,2013,CV2,BayesC
DTF,AUS_2019,AUS,0.200195473,0.319448622,0.822546088,47,13,3,2013,CV2,BayesC
DTF,PAK_2019,PAK,0.115153614,0.292659822,0.964079732,44,13,3,2013,CV2,BayesC
DTF,PAK_2020,PAK,0.606896413,0.565722017,0.863906841,53,13,3,2013,CV2,BayesC
DTF,PAK_2021,PAK,0.565558497,0.372208248,0.83549986,49,13,3,2013,CV2,BayesC
DTF,AUS_2018,AUS,0.352584533,0.298785417,0.686956059,99,13,4,2013,CV2,BayesC
DTF,AUS_2019,AUS,0.120832491,0.201753656,0.768661878,47,13,4,2013,CV2,BayesC
DTF,PAK_2019,PAK,0.167988182,0.278408278,0.566467293,44,13,4,2013,CV2,BayesC
DTF,PAK_2020,PAK,0.318107841,0.237587438,0.872828418,53,13,4,2013,CV2,BayesC
DTF,PAK_2021,PAK,0.54361156,0.392772413,0.836372147,49,13,4,2013,CV2,BayesC
DTF,AUS_2018,AUS,0.310550293,0.307201805,0.806832092,98,13,5,2013,CV2,BayesC
DTF,AUS_2019,AUS,0.021756936,0.134845548,0.722521442,47,13,5,2013,CV2,BayesC
DTF,PAK_2019,PAK,0.403765896,0.110907827,0.922443471,44,13,5,2013,CV2,BayesC
DTF,PAK_2020,PAK,0.673613195,0.689185078,0.94113308,53,13,5,2013,CV2,BayesC
DTF,PAK_2021,PAK,0.595780284,0.459687802,0.79042367,48,13,5,2013,CV2,BayesC
DTF,AUS_2018,AUS,0.305257726,0.267287877,0.776590904,99,14,1,2014,CV2,BayesC
DTF,AUS_2019,AUS,0.472276306,0.423008922,0.885916449,48,14,1,2014,CV2,BayesC
DTF,PAK_2019,PAK,0.350101776,0.175685763,0.927796111,45,14,1,2014,CV2,BayesC
DTF,PAK_2020,PAK,0.461324284,0.48425584,0.849487024,54,14,1,2014,CV2,BayesC
DTF,PAK_2021,PAK,0.552249895,0.525660175,0.838488929,49,14,1,2014,CV2,BayesC
DTF,AUS_2018,AUS,0.370606324,0.327107659,0.72261801,99,14,2,2014,CV2,BayesC
DTF,AUS_2019,AUS,0.007435913,0.105711683,0.841698573,47,14,2,2014,CV2,BayesC
DTF,PAK_2019,PAK,0.292215833,0.221221035,0.823926743,44,14,2,2014,CV2,BayesC
DTF,PAK_2020,PAK,0.668017491,0.612878697,0.895699369,54,14,2,2014,CV2,BayesC
DTF,PAK_2021,PAK,0.469627098,0.476856847,0.77286451,49,14,2,2014,CV2,BayesC
DTF,AUS_2018,AUS,0.209455161,0.184239186,0.741056172,99,14,3,2014,CV2,BayesC
DTF,AUS_2019,AUS,0.423480866,0.305953987,0.815309648,47,14,3,2014,CV2,BayesC
DTF,PAK_2019,PAK,0.127589838,-0.086198119,0.87757568,44,14,3,2014,CV2,BayesC
DTF,PAK_2020,PAK,0.397923927,0.410068351,0.847204293,53,14,3,2014,CV2,BayesC
DTF,PAK_2021,PAK,0.41490931,0.361617479,0.898646759,49,14,3,2014,CV2,BayesC
DTF,AUS_2018,AUS,0.395473103,0.283906246,0.836959962,99,14,4,2014,CV2,BayesC
DTF,AUS_2019,AUS,0.159056095,0.260859665,0.877929127,47,14,4,2014,CV2,BayesC
DTF,PAK_2019,PAK,0.204636576,0.19474268,0.774046842,44,14,4,2014,CV2,BayesC
DTF,PAK_2020,PAK,0.625941315,0.560514393,0.942118664,53,14,4,2014,CV2,BayesC
DTF,PAK_2021,PAK,0.610266911,0.546188226,0.782141412,49,14,4,2014,CV2,BayesC
DTF,AUS_2018,AUS,0.433995982,0.365722527,0.736341199,98,14,5,2014,CV2,BayesC
DTF,AUS_2019,AUS,0.456385266,0.31206033,0.885550146,47,14,5,2014,CV2,BayesC
DTF,PAK_2019,PAK,0.164186847,0.054868758,0.639688594,44,14,5,2014,CV2,BayesC
DTF,PAK_2020,PAK,0.273942043,0.291967115,0.848761549,53,14,5,2014,CV2,BayesC
DTF,PAK_2021,PAK,0.534075075,0.577044227,0.879203266,48,14,5,2014,CV2,BayesC
DTF,AUS_2018,AUS,0.300959364,0.232985918,0.756449786,99,15,1,2015,CV2,BayesC
DTF,AUS_2019,AUS,0.429975033,0.399361163,0.869725655,48,15,1,2015,CV2,BayesC
DTF,PAK_2019,PAK,0.375865293,0.160674815,0.879317587,45,15,1,2015,CV2,BayesC
DTF,PAK_2020,PAK,0.482749178,0.461001645,0.835979641,54,15,1,2015,CV2,BayesC
DTF,PAK_2021,PAK,0.700950148,0.71879551,0.88802116,49,15,1,2015,CV2,BayesC
DTF,AUS_2018,AUS,0.354720211,0.316807035,0.779398962,99,15,2,2015,CV2,BayesC
DTF,AUS_2019,AUS,0.322038414,0.209984549,0.85513385,47,15,2,2015,CV2,BayesC
DTF,PAK_2019,PAK,0.209037652,0.065475025,0.56482056,44,15,2,2015,CV2,BayesC
DTF,PAK_2020,PAK,0.529286767,0.539112159,0.830001041,54,15,2,2015,CV2,BayesC
DTF,PAK_2021,PAK,0.449853396,0.518420342,0.827549691,49,15,2,2015,CV2,BayesC
DTF,AUS_2018,AUS,0.238450338,0.142891159,0.805620225,99,15,3,2015,CV2,BayesC
DTF,AUS_2019,AUS,0.284562901,0.241997093,0.770784793,47,15,3,2015,CV2,BayesC
DTF,PAK_2019,PAK,0.462349677,0.327809895,0.782244203,44,15,3,2015,CV2,BayesC
DTF,PAK_2020,PAK,0.633994745,0.603386161,0.903009616,53,15,3,2015,CV2,BayesC
DTF,PAK_2021,PAK,0.507602882,0.363548255,0.740936856,49,15,3,2015,CV2,BayesC
DTF,AUS_2018,AUS,0.400376224,0.395876801,0.825981411,99,15,4,2015,CV2,BayesC
DTF,AUS_2019,AUS,0.369049009,0.401972496,0.882817699,47,15,4,2015,CV2,BayesC
DTF,PAK_2019,PAK,0.285551675,0.113116257,0.938656832,44,15,4,2015,CV2,BayesC
DTF,PAK_2020,PAK,0.225007943,0.35305385,0.882285115,53,15,4,2015,CV2,BayesC
DTF,PAK_2021,PAK,0.664638517,0.565133236,0.847178304,49,15,4,2015,CV2,BayesC
DTF,AUS_2018,AUS,0.380675107,0.266245755,0.774636197,98,15,5,2015,CV2,BayesC
DTF,AUS_2019,AUS,0.084157113,0.212122109,0.745125766,47,15,5,2015,CV2,BayesC
DTF,PAK_2019,PAK,0.134470979,0.100729426,0.838562509,44,15,5,2015,CV2,BayesC
DTF,PAK_2020,PAK,0.650460017,0.600130458,0.912193989,53,15,5,2015,CV2,BayesC
DTF,PAK_2021,PAK,0.483901015,0.262677829,0.795522942,48,15,5,2015,CV2,BayesC
DTF,AUS_2018,AUS,0.373555775,0.307796478,0.667583834,494,NA,NA,NA,CV0,BayesC
DTF,AUS_2019,AUS,0.342494267,0.316080031,0.754539593,236,NA,NA,NA,CV0,BayesC
DTF,PAK_2019,PAK,0.281569573,0.171709915,0.673269158,221,NA,NA,NA,CV0,BayesC
DTF,PAK_2020,PAK,0.550257523,0.529548119,0.90433886,267,NA,NA,NA,CV0,BayesC
DTF,PAK_2021,PAK,0.599053808,0.539079502,0.826806377,244,NA,NA,NA,CV0,BayesC
DTF,PAK_2019,PAK,0.10934561,0.068957684,0.65724765,221,NA,NA,NA,CrossLoc_AUS->PAK,BayesC
DTF,PAK_2020,PAK,0.429181241,0.418129364,0.892137748,267,NA,NA,NA,CrossLoc_AUS->PAK,BayesC
DTF,PAK_2021,PAK,0.442830794,0.409638005,0.783397153,244,NA,NA,NA,CrossLoc_AUS->PAK,BayesC
DTF,AUS_2018,AUS,0.315640467,0.290428978,0.678761268,494,NA,NA,NA,CrossLoc_PAK->AUS,BayesC
DTF,AUS_2019,AUS,0.224631493,0.244943471,0.836974305,236,NA,NA,NA,CrossLoc_PAK->AUS,BayesC
DTH,AUS_2018,AUS,0.354777578,0.341159671,0.747074678,97,1,1,1001,CV1,BayesC
DTH,AUS_2019,AUS,0.515334927,0.458544465,0.798193836,48,1,1,1001,CV1,BayesC
DTH,PAK_2019,PAK,0.078458368,0.122486682,0.7278108,45,1,1,1001,CV1,BayesC
DTH,PAK_2020,PAK,-0.028986639,0.016319312,0.784127481,50,1,1,1001,CV1,BayesC
DTH,PAK_2021,PAK,0.17630853,0.150194615,0.843538033,50,1,1,1001,CV1,BayesC
DTH,AUS_2018,AUS,0.399285042,0.328465998,0.716303569,99,1,2,1001,CV1,BayesC
DTH,AUS_2019,AUS,0.207770525,0.197841203,0.590217578,42,1,2,1001,CV1,BayesC
DTH,PAK_2019,PAK,0.359635965,0.330993551,0.782199164,38,1,2,1001,CV1,BayesC
DTH,PAK_2020,PAK,0.394443458,0.335216792,0.836281119,48,1,2,1001,CV1,BayesC
DTH,PAK_2021,PAK,0.32635702,0.270136928,0.846558937,44,1,2,1001,CV1,BayesC
DTH,AUS_2018,AUS,0.503314699,0.499644838,0.678762258,96,1,3,1001,CV1,BayesC
DTH,AUS_2019,AUS,0.48616235,0.542885886,0.867099953,49,1,3,1001,CV1,BayesC
DTH,PAK_2019,PAK,0.295429861,0.272453015,0.845384114,44,1,3,1001,CV1,BayesC
DTH,PAK_2020,PAK,0.378280082,0.344608354,0.818780731,53,1,3,1001,CV1,BayesC
DTH,PAK_2021,PAK,0.287937173,0.296995429,0.829166617,55,1,3,1001,CV1,BayesC
DTH,AUS_2018,AUS,0.433790843,0.473152423,0.758376962,92,1,4,1001,CV1,BayesC
DTH,AUS_2019,AUS,0.211389462,0.229479488,0.716449948,43,1,4,1001,CV1,BayesC
DTH,PAK_2019,PAK,0.125140017,0.05619074,0.785953179,41,1,4,1001,CV1,BayesC
DTH,PAK_2020,PAK,0.28893063,0.230059621,0.770097783,43,1,4,1001,CV1,BayesC
DTH,PAK_2021,PAK,0.285220334,0.192186117,0.866250792,42,1,4,1001,CV1,BayesC
DTH,AUS_2018,AUS,0.331224865,0.318947489,0.763777414,99,1,5,1001,CV1,BayesC
DTH,AUS_2019,AUS,0.267063662,0.309798279,0.705051654,58,1,5,1001,CV1,BayesC
DTH,PAK_2019,PAK,0.397041196,0.388064595,0.803509724,40,1,5,1001,CV1,BayesC
DTH,PAK_2020,PAK,0.481005528,0.42450064,0.88137822,49,1,5,1001,CV1,BayesC
DTH,PAK_2021,PAK,0.146956614,0.150798934,0.845438354,48,1,5,1001,CV1,BayesC
DTH,AUS_2018,AUS,0.490456975,0.480380578,0.708149101,98,2,1,1002,CV1,BayesC
DTH,AUS_2019,AUS,0.554859164,0.51460402,0.782623226,47,2,1,1002,CV1,BayesC
DTH,PAK_2019,PAK,0.116950014,0.051414461,0.767704294,42,2,1,1002,CV1,BayesC
DTH,PAK_2020,PAK,0.384395178,0.380891961,0.755388098,48,2,1,1002,CV1,BayesC
DTH,PAK_2021,PAK,0.250892782,0.25084662,0.85291149,47,2,1,1002,CV1,BayesC
DTH,AUS_2018,AUS,0.371820461,0.367007207,0.77746405,99,2,2,1002,CV1,BayesC
DTH,AUS_2019,AUS,0.538821105,0.4897492,0.89705305,42,2,2,1002,CV1,BayesC
DTH,PAK_2019,PAK,0.364851679,0.392575012,0.871527581,41,2,2,1002,CV1,BayesC
DTH,PAK_2020,PAK,0.416333901,0.35405788,0.794340879,48,2,2,1002,CV1,BayesC
DTH,PAK_2021,PAK,0.243129663,0.249952533,0.854956145,48,2,2,1002,CV1,BayesC
DTH,AUS_2018,AUS,0.433833206,0.38145559,0.805377657,92,2,3,1002,CV1,BayesC
DTH,AUS_2019,AUS,0.311191185,0.324473821,0.710610425,43,2,3,1002,CV1,BayesC
DTH,PAK_2019,PAK,0.31632661,0.279244218,0.757208484,46,2,3,1002,CV1,BayesC
DTH,PAK_2020,PAK,0.284254978,0.275198129,0.692632913,45,2,3,1002,CV1,BayesC
DTH,PAK_2021,PAK,0.344270607,0.308586662,0.877413879,47,2,3,1002,CV1,BayesC
DTH,AUS_2018,AUS,0.440509805,0.394031361,0.851592433,95,2,4,1002,CV1,BayesC
DTH,AUS_2019,AUS,0.180180051,0.177633916,0.816184854,58,2,4,1002,CV1,BayesC
DTH,PAK_2019,PAK,0.329699302,0.337208939,0.786472238,41,2,4,1002,CV1,BayesC
DTH,PAK_2020,PAK,0.416878113,0.352232441,0.901019976,52,2,4,1002,CV1,BayesC
DTH,PAK_2021,PAK,0.415956411,0.421736023,0.935694113,45,2,4,1002,CV1,BayesC
DTH,AUS_2018,AUS,0.261930032,0.280129833,0.578286515,99,2,5,1002,CV1,BayesC
DTH,AUS_2019,AUS,0.234588506,0.262430671,0.649429185,50,2,5,1002,CV1,BayesC
DTH,PAK_2019,PAK,0.076560265,0.09292468,0.830545964,38,2,5,1002,CV1,BayesC
DTH,PAK_2020,PAK,0.072290208,0.035937445,0.755610432,50,2,5,1002,CV1,BayesC
DTH,PAK_2021,PAK,0.019087039,-0.010291449,0.754697233,52,2,5,1002,CV1,BayesC
DTH,AUS_2018,AUS,0.461851303,0.384773762,0.798075154,93,3,1,1003,CV1,BayesC
DTH,AUS_2019,AUS,0.305800966,0.333788644,0.725996951,50,3,1,1003,CV1,BayesC
DTH,PAK_2019,PAK,0.263944725,0.25163786,0.8251781,39,3,1,1003,CV1,BayesC
DTH,PAK_2020,PAK,0.443897268,0.325056784,0.890611264,38,3,1,1003,CV1,BayesC
DTH,PAK_2021,PAK,0.340403967,0.238031571,0.901430156,42,3,1,1003,CV1,BayesC
DTH,AUS_2018,AUS,0.470839778,0.449113724,0.824104091,98,3,2,1003,CV1,BayesC
DTH,AUS_2019,AUS,0.325997509,0.305996926,0.723739744,52,3,2,1003,CV1,BayesC
DTH,PAK_2019,PAK,0.331336842,0.358247988,0.750606389,46,3,2,1003,CV1,BayesC
DTH,PAK_2020,PAK,0.322336319,0.342086311,0.876340151,50,3,2,1003,CV1,BayesC
DTH,PAK_2021,PAK,0.345623301,0.337900481,0.874729092,46,3,2,1003,CV1,BayesC
DTH,AUS_2018,AUS,0.338583243,0.322787916,0.607126449,95,3,3,1003,CV1,BayesC
DTH,AUS_2019,AUS,0.523950216,0.524310928,0.848131984,45,3,3,1003,CV1,BayesC
DTH,PAK_2019,PAK,0.09532053,0.097219253,0.734567511,37,3,3,1003,CV1,BayesC
DTH,PAK_2020,PAK,0.346084074,0.281357318,0.792548106,53,3,3,1003,CV1,BayesC
DTH,PAK_2021,PAK,0.14733364,0.078363554,0.855336757,52,3,3,1003,CV1,BayesC
DTH,AUS_2018,AUS,0.493461039,0.515670464,0.767650151,96,3,4,1003,CV1,BayesC
DTH,AUS_2019,AUS,0.468234499,0.472394546,0.872438133,45,3,4,1003,CV1,BayesC
DTH,PAK_2019,PAK,0.336494085,0.360694241,0.782066106,47,3,4,1003,CV1,BayesC
DTH,PAK_2020,PAK,0.344761176,0.339331826,0.837409846,54,3,4,1003,CV1,BayesC
DTH,PAK_2021,PAK,0.216988063,0.210006195,0.833455993,56,3,4,1003,CV1,BayesC
DTH,AUS_2018,AUS,0.176492139,0.168879956,0.62059525,101,3,5,1003,CV1,BayesC
DTH,AUS_2019,AUS,-0.007793451,-0.058794342,0.714103811,48,3,5,1003,CV1,BayesC
DTH,PAK_2019,PAK,0.234175344,0.178589778,0.875647421,39,3,5,1003,CV1,BayesC
