trait,location_year,location,pearson,spearman,ndcg_at_10,n_test_genotypes,iteration,fold,seed,cv_scheme,model
SdW_z,AUS_2018,AUS,0.394790739,0.350262018,0.750845926,97,5,1,2005,CV2,BayesC
SdW_z,AUS_2019,AUS,0.166959875,0.118659249,0.770691131,48,5,1,2005,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.041514662,-0.015380524,0.510962148,40,5,1,2005,CV2,BayesC
SdW_z,PAK_2020,PAK,0.332575603,0.337852809,0.715186861,49,5,1,2005,CV2,BayesC
SdW_z,PAK_2021,PAK,0.089079558,0.10884317,0.580183529,48,5,1,2005,CV2,BayesC
SdW_z,AUS_2017,AUS,0.246087031,0.249122564,0.422460216,73,5,2,2005,CV2,BayesC
SdW_z,AUS_2018,AUS,0.292665453,0.288505921,0.576563166,97,5,2,2005,CV2,BayesC
SdW_z,AUS_2019,AUS,0.169245784,0.158710343,0.563086407,48,5,2,2005,CV2,BayesC
SdW_z,PAK_2019,PAK,0.084967543,0.051685512,0.573060296,40,5,2,2005,CV2,BayesC
SdW_z,PAK_2020,PAK,0.149296704,0.109420507,0.468834947,49,5,2,2005,CV2,BayesC
SdW_z,PAK_2021,PAK,0.255438144,0.340146028,0.603216665,48,5,2,2005,CV2,BayesC
SdW_z,AUS_2017,AUS,0.233889053,0.38399889,0.384015555,73,5,3,2005,CV2,BayesC
SdW_z,AUS_2018,AUS,0.263251837,0.233390428,0.628021037,97,5,3,2005,CV2,BayesC
SdW_z,AUS_2019,AUS,0.311401747,0.316335116,0.716562558,48,5,3,2005,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.029122667,-0.146518535,0.519391624,40,5,3,2005,CV2,BayesC
SdW_z,PAK_2020,PAK,0.046563258,0.091854777,0.507253359,48,5,3,2005,CV2,BayesC
SdW_z,PAK_2021,PAK,0.235148653,0.320249736,0.610826975,48,5,3,2005,CV2,BayesC
SdW_z,AUS_2017,AUS,0.117516149,0.135223741,0.497846442,73,5,4,2005,CV2,BayesC
SdW_z,AUS_2018,AUS,0.395025233,0.329116422,0.732338701,97,5,4,2005,CV2,BayesC
SdW_z,AUS_2019,AUS,0.287947905,0.198116536,0.739087311,48,5,4,2005,CV2,BayesC
SdW_z,PAK_2019,PAK,0.125907739,0.240592719,0.519849166,40,5,4,2005,CV2,BayesC
SdW_z,PAK_2020,PAK,0.100327008,0.148816623,0.302959363,48,5,4,2005,CV2,BayesC
SdW_z,PAK_2021,PAK,0.023131093,-0.005157298,0.50622318,48,5,4,2005,CV2,BayesC
SdW_z,AUS_2017,AUS,0.218423058,0.295724889,0.476815482,73,5,5,2005,CV2,BayesC
SdW_z,AUS_2018,AUS,0.243496668,0.273519926,0.55895641,96,5,5,2005,CV2,BayesC
SdW_z,AUS_2019,AUS,0.458718342,0.445530045,0.776641074,48,5,5,2005,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.181094557,-0.052674971,0.469094615,39,5,5,2005,CV2,BayesC
SdW_z,PAK_2020,PAK,0.044303703,-0.001902901,0.551535838,48,5,5,2005,CV2,BayesC
SdW_z,PAK_2021,PAK,0.117784467,0.155087173,0.482493675,47,5,5,2005,CV2,BayesC
SdW_z,AUS_2017,AUS,0.097499112,0.153180839,0.478677433,74,6,1,2006,CV2,BayesC
SdW_z,AUS_2018,AUS,0.251378832,0.159216216,0.632051537,97,6,1,2006,CV2,BayesC
SdW_z,AUS_2019,AUS,0.332396362,0.316886501,0.769698297,48,6,1,2006,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.112574272,-0.15146974,0.443915447,40,6,1,2006,CV2,BayesC
SdW_z,PAK_2020,PAK,0.116320924,0.065003725,0.582767338,49,6,1,2006,CV2,BayesC
SdW_z,PAK_2021,PAK,0.278084024,0.303767237,0.581498573,48,6,1,2006,CV2,BayesC
SdW_z,AUS_2017,AUS,0.390751752,0.471535687,0.470392749,73,6,2,2006,CV2,BayesC
SdW_z,AUS_2018,AUS,0.20330322,0.196810994,0.513846987,97,6,2,2006,CV2,BayesC
SdW_z,AUS_2019,AUS,0.063944431,0.012918634,0.641919363,48,6,2,2006,CV2,BayesC
SdW_z,PAK_2019,PAK,0.001380833,0.042593315,0.603989496,40,6,2,2006,CV2,BayesC
SdW_z,PAK_2020,PAK,0.22369254,0.229437943,0.398188506,49,6,2,2006,CV2,BayesC
SdW_z,PAK_2021,PAK,0.344034123,0.359145567,0.703315066,48,6,2,2006,CV2,BayesC
SdW_z,AUS_2017,AUS,0.171060594,0.21217708,0.330966667,73,6,3,2006,CV2,BayesC
SdW_z,AUS_2018,AUS,0.35903743,0.362684149,0.626476218,97,6,3,2006,CV2,BayesC
SdW_z,AUS_2019,AUS,0.252023714,0.21821735,0.73594193,48,6,3,2006,CV2,BayesC
SdW_z,PAK_2019,PAK,0.165981844,0.235851391,0.531317516,40,6,3,2006,CV2,BayesC
SdW_z,PAK_2020,PAK,0.093010849,0.095349684,0.483736719,48,6,3,2006,CV2,BayesC
SdW_z,PAK_2021,PAK,0.160218291,0.101023262,0.512934004,48,6,3,2006,CV2,BayesC
SdW_z,AUS_2017,AUS,0.200054696,0.321137367,0.392968552,73,6,4,2006,CV2,BayesC
SdW_z,AUS_2018,AUS,0.391384777,0.399600223,0.673461152,97,6,4,2006,CV2,BayesC
SdW_z,AUS_2019,AUS,0.289107686,0.25039353,0.770540565,48,6,4,2006,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.282589458,-0.248671914,0.332507804,40,6,4,2006,CV2,BayesC
SdW_z,PAK_2020,PAK,0.007465551,-0.028802021,0.408006278,48,6,4,2006,CV2,BayesC
SdW_z,PAK_2021,PAK,0.008478415,0.112959696,0.466771668,48,6,4,2006,CV2,BayesC
SdW_z,AUS_2017,AUS,0.011800981,0.080310381,0.432080531,73,6,5,2006,CV2,BayesC
SdW_z,AUS_2018,AUS,0.557694261,0.491379194,0.732700737,96,6,5,2006,CV2,BayesC
SdW_z,AUS_2019,AUS,0.265174355,0.141899412,0.803840049,48,6,5,2006,CV2,BayesC
SdW_z,PAK_2019,PAK,0.207370352,0.20862451,0.602956907,39,6,5,2006,CV2,BayesC
SdW_z,PAK_2020,PAK,0.108392758,0.149467386,0.58902238,48,6,5,2006,CV2,BayesC
SdW_z,PAK_2021,PAK,0.109182677,0.086684981,0.719293234,47,6,5,2006,CV2,BayesC
SdW_z,AUS_2017,AUS,0.008886279,0.183293839,0.340954306,74,7,1,2007,CV2,BayesC
SdW_z,AUS_2018,AUS,0.386578466,0.456851858,0.526020717,97,7,1,2007,CV2,BayesC
SdW_z,AUS_2019,AUS,0.102930804,0.028821885,0.698622838,48,7,1,2007,CV2,BayesC
SdW_z,PAK_2019,PAK,0.115746304,-0.040169492,0.631812463,40,7,1,2007,CV2,BayesC
SdW_z,PAK_2020,PAK,0.063872339,0.058040676,0.532583754,49,7,1,2007,CV2,BayesC
SdW_z,PAK_2021,PAK,0.400321509,0.304652303,0.734116534,48,7,1,2007,CV2,BayesC
SdW_z,AUS_2017,AUS,0.33077646,0.36515528,0.395786209,73,7,2,2007,CV2,BayesC
SdW_z,AUS_2018,AUS,0.33479046,0.281934619,0.710095259,97,7,2,2007,CV2,BayesC
SdW_z,AUS_2019,AUS,0.240180166,0.203663999,0.679442753,48,7,2,2007,CV2,BayesC
SdW_z,PAK_2019,PAK,0.122663025,0.174176167,0.511699152,40,7,2,2007,CV2,BayesC
SdW_z,PAK_2020,PAK,0.129718643,-0.02295447,0.539585713,49,7,2,2007,CV2,BayesC
SdW_z,PAK_2021,PAK,0.008060066,0.063071621,0.450841513,48,7,2,2007,CV2,BayesC
SdW_z,AUS_2017,AUS,0.095049129,0.230400742,0.388627453,73,7,3,2007,CV2,BayesC
SdW_z,AUS_2018,AUS,0.225131889,0.196459159,0.628200242,97,7,3,2007,CV2,BayesC
SdW_z,AUS_2019,AUS,0.142830987,0.096512417,0.666680401,48,7,3,2007,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.106290899,0.025189083,0.395474048,40,7,3,2007,CV2,BayesC
SdW_z,PAK_2020,PAK,0.410585805,0.41903084,0.607731023,48,7,3,2007,CV2,BayesC
SdW_z,PAK_2021,PAK,0.093391908,0.131932574,0.436519127,48,7,3,2007,CV2,BayesC
SdW_z,AUS_2017,AUS,0.253032905,0.221330886,0.59182956,73,7,4,2007,CV2,BayesC
SdW_z,AUS_2018,AUS,0.529444657,0.401856808,0.789766517,97,7,4,2007,CV2,BayesC
SdW_z,AUS_2019,AUS,0.378123466,0.380205237,0.748675312,48,7,4,2007,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.167896391,-0.075115091,0.333800188,40,7,4,2007,CV2,BayesC
SdW_z,PAK_2020,PAK,0.072849921,0.082104757,0.515699222,48,7,4,2007,CV2,BayesC
SdW_z,PAK_2021,PAK,0.080695895,0.125627735,0.606104671,48,7,4,2007,CV2,BayesC
SdW_z,AUS_2017,AUS,0.232494184,0.341381386,0.442927017,73,7,5,2007,CV2,BayesC
SdW_z,AUS_2018,AUS,0.270496175,0.238171946,0.603554822,96,7,5,2007,CV2,BayesC
SdW_z,AUS_2019,AUS,0.261210757,0.168611913,0.791425723,48,7,5,2007,CV2,BayesC
SdW_z,PAK_2019,PAK,0.119266932,0.298138905,0.409775064,39,7,5,2007,CV2,BayesC
SdW_z,PAK_2020,PAK,0.02494898,0.043474749,0.39633541,48,7,5,2007,CV2,BayesC
SdW_z,PAK_2021,PAK,0.287100415,0.245871789,0.727449825,47,7,5,2007,CV2,BayesC
SdW_z,AUS_2017,AUS,0.349211592,0.404241612,0.606305604,74,8,1,2008,CV2,BayesC
SdW_z,AUS_2018,AUS,0.308722051,0.23879125,0.614767435,97,8,1,2008,CV2,BayesC
SdW_z,AUS_2019,AUS,0.300986405,0.253609816,0.741627105,48,8,1,2008,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.044948488,-0.001975642,0.454646638,40,8,1,2008,CV2,BayesC
SdW_z,PAK_2020,PAK,0.043230888,-0.054430817,0.495832636,49,8,1,2008,CV2,BayesC
SdW_z,PAK_2021,PAK,0.318434282,0.258752647,0.699747238,48,8,1,2008,CV2,BayesC
SdW_z,AUS_2017,AUS,0.199845762,0.320449234,0.376068386,73,8,2,2008,CV2,BayesC
SdW_z,AUS_2018,AUS,0.45001043,0.427290183,0.708098707,97,8,2,2008,CV2,BayesC
SdW_z,AUS_2019,AUS,0.332407357,0.243919658,0.854175253,48,8,2,2008,CV2,BayesC
SdW_z,PAK_2019,PAK,0.00511178,0.185967515,0.476091909,40,8,2,2008,CV2,BayesC
SdW_z,PAK_2020,PAK,0.205710237,0.117998706,0.650075377,49,8,2,2008,CV2,BayesC
SdW_z,PAK_2021,PAK,0.080209619,0.242236705,0.497372309,48,8,2,2008,CV2,BayesC
SdW_z,AUS_2017,AUS,0.152830396,0.242463514,0.475276471,73,8,3,2008,CV2,BayesC
SdW_z,AUS_2018,AUS,0.257217525,0.242033526,0.504548261,97,8,3,2008,CV2,BayesC
SdW_z,AUS_2019,AUS,0.014166988,0.011997829,0.602225748,48,8,3,2008,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.049909856,-0.087542287,0.539031822,40,8,3,2008,CV2,BayesC
SdW_z,PAK_2020,PAK,0.321779215,0.360825342,0.533819892,48,8,3,2008,CV2,BayesC
SdW_z,PAK_2021,PAK,0.143803513,0.161817393,0.674669642,48,8,3,2008,CV2,BayesC
SdW_z,AUS_2017,AUS,0.067021529,0.23357349,0.346798636,73,8,4,2008,CV2,BayesC
SdW_z,AUS_2018,AUS,0.439691104,0.455881726,0.604330982,97,8,4,2008,CV2,BayesC
SdW_z,AUS_2019,AUS,0.275156138,0.18608186,0.75834264,48,8,4,2008,CV2,BayesC
SdW_z,PAK_2019,PAK,0.183970371,0.168034965,0.601972155,40,8,4,2008,CV2,BayesC
SdW_z,PAK_2020,PAK,0.117756515,0.196155571,0.368095815,48,8,4,2008,CV2,BayesC
SdW_z,PAK_2021,PAK,0.149178441,0.128972724,0.525945021,48,8,4,2008,CV2,BayesC
SdW_z,AUS_2017,AUS,0.137975509,0.128001605,0.492657562,73,8,5,2008,CV2,BayesC
SdW_z,AUS_2018,AUS,0.306067071,0.287414793,0.618967674,96,8,5,2008,CV2,BayesC
SdW_z,AUS_2019,AUS,0.366265737,0.330999295,0.724652856,48,8,5,2008,CV2,BayesC
SdW_z,PAK_2019,PAK,0.122453919,0.104077295,0.472685196,39,8,5,2008,CV2,BayesC
SdW_z,PAK_2020,PAK,0.068698319,0.04475708,0.659192017,48,8,5,2008,CV2,BayesC
SdW_z,PAK_2021,PAK,0.249144254,0.281212055,0.607345277,47,8,5,2008,CV2,BayesC
SdW_z,AUS_2017,AUS,0.283394754,0.338986065,0.432479602,74,9,1,2009,CV2,BayesC
SdW_z,AUS_2018,AUS,0.339825144,0.287249117,0.641531335,97,9,1,2009,CV2,BayesC
SdW_z,AUS_2019,AUS,0.401333109,0.35297631,0.731446946,48,9,1,2009,CV2,BayesC
SdW_z,PAK_2019,PAK,0.075933629,0.12639475,0.578065694,40,9,1,2009,CV2,BayesC
SdW_z,PAK_2020,PAK,0.296536632,0.238836953,0.592858981,49,9,1,2009,CV2,BayesC
SdW_z,PAK_2021,PAK,-0.044790434,0.009609643,0.461534475,48,9,1,2009,CV2,BayesC
SdW_z,AUS_2017,AUS,0.170427174,0.241200294,0.461015362,73,9,2,2009,CV2,BayesC
SdW_z,AUS_2018,AUS,0.439865205,0.37211229,0.774568121,97,9,2,2009,CV2,BayesC
SdW_z,AUS_2019,AUS,0.382778661,0.258433981,0.827617444,48,9,2,2009,CV2,BayesC
SdW_z,PAK_2019,PAK,0.085739746,0.182357945,0.567336472,40,9,2,2009,CV2,BayesC
SdW_z,PAK_2020,PAK,0.141792966,0.268627878,0.454259951,49,9,2,2009,CV2,BayesC
SdW_z,PAK_2021,PAK,0.031827232,0.092397059,0.515115764,48,9,2,2009,CV2,BayesC
SdW_z,AUS_2017,AUS,-0.001116223,0.076847124,0.259369013,73,9,3,2009,CV2,BayesC
SdW_z,AUS_2018,AUS,0.331256769,0.399708065,0.500324971,97,9,3,2009,CV2,BayesC
SdW_z,AUS_2019,AUS,0.270313225,0.245067441,0.738028097,48,9,3,2009,CV2,BayesC
SdW_z,PAK_2019,PAK,0.036899195,0.004999843,0.514170942,40,9,3,2009,CV2,BayesC
SdW_z,PAK_2020,PAK,0.235016779,0.136541415,0.604180762,48,9,3,2009,CV2,BayesC
SdW_z,PAK_2021,PAK,0.395030217,0.380360441,0.688805796,48,9,3,2009,CV2,BayesC
SdW_z,AUS_2017,AUS,0.28662972,0.385476929,0.548402718,73,9,4,2009,CV2,BayesC
SdW_z,AUS_2018,AUS,0.249805203,0.158416428,0.682623097,97,9,4,2009,CV2,BayesC
SdW_z,AUS_2019,AUS,0.134788938,0.094995115,0.654575738,48,9,4,2009,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.060992755,-0.062488343,0.412789957,40,9,4,2009,CV2,BayesC
SdW_z,PAK_2020,PAK,0.030018006,0.01700672,0.315192925,48,9,4,2009,CV2,BayesC
SdW_z,PAK_2021,PAK,0.331944096,0.291157792,0.72579887,48,9,4,2009,CV2,BayesC
SdW_z,AUS_2017,AUS,0.152112319,0.201971583,0.445492656,73,9,5,2009,CV2,BayesC
SdW_z,AUS_2018,AUS,0.194962638,0.22691139,0.436257858,96,9,5,2009,CV2,BayesC
SdW_z,AUS_2019,AUS,-0.005639923,0.026434348,0.530083151,48,9,5,2009,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.032455086,-0.010773546,0.385646014,39,9,5,2009,CV2,BayesC
SdW_z,PAK_2020,PAK,-0.05628182,-0.041684818,0.422046617,48,9,5,2009,CV2,BayesC
SdW_z,PAK_2021,PAK,-0.054697842,-0.037357237,0.473485527,47,9,5,2009,CV2,BayesC
SdW_z,AUS_2017,AUS,0.138031907,0.265469033,0.443249337,74,10,1,2010,CV2,BayesC
SdW_z,AUS_2018,AUS,0.253333983,0.229083725,0.60623025,97,10,1,2010,CV2,BayesC
SdW_z,AUS_2019,AUS,0.123632315,0.084466521,0.704280158,48,10,1,2010,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.196110565,-0.007176056,0.30344372,40,10,1,2010,CV2,BayesC
SdW_z,PAK_2020,PAK,0.22617625,0.151564678,0.511937495,49,10,1,2010,CV2,BayesC
SdW_z,PAK_2021,PAK,-0.014807935,-0.006296648,0.493793372,48,10,1,2010,CV2,BayesC
SdW_z,AUS_2017,AUS,0.142376306,0.323171861,0.38093825,73,10,2,2010,CV2,BayesC
SdW_z,AUS_2018,AUS,0.379763182,0.386310513,0.66324813,97,10,2,2010,CV2,BayesC
SdW_z,AUS_2019,AUS,0.214924946,0.145958856,0.651583089,48,10,2,2010,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.208274922,-0.191392735,0.495316435,40,10,2,2010,CV2,BayesC
SdW_z,PAK_2020,PAK,0.13704907,0.093405998,0.57299721,49,10,2,2010,CV2,BayesC
SdW_z,PAK_2021,PAK,0.201902374,0.224871737,0.687853012,48,10,2,2010,CV2,BayesC
SdW_z,AUS_2017,AUS,0.129095343,0.160102436,0.350744829,73,10,3,2010,CV2,BayesC
SdW_z,AUS_2018,AUS,0.312955581,0.291640367,0.654714293,97,10,3,2010,CV2,BayesC
SdW_z,AUS_2019,AUS,0.108398346,0.044615719,0.677556027,48,10,3,2010,CV2,BayesC
SdW_z,PAK_2019,PAK,0.197663976,0.174080661,0.551567079,40,10,3,2010,CV2,BayesC
SdW_z,PAK_2020,PAK,0.003016808,0.094583623,0.335712522,48,10,3,2010,CV2,BayesC
SdW_z,PAK_2021,PAK,0.204169377,0.221130621,0.512583526,48,10,3,2010,CV2,BayesC
SdW_z,AUS_2017,AUS,0.222963084,0.324943498,0.439727892,73,10,4,2010,CV2,BayesC
SdW_z,AUS_2018,AUS,0.333647017,0.300747925,0.696337142,97,10,4,2010,CV2,BayesC
SdW_z,AUS_2019,AUS,0.335896124,0.313475371,0.701362146,48,10,4,2010,CV2,BayesC
SdW_z,PAK_2019,PAK,0.122075737,0.108383187,0.398059658,40,10,4,2010,CV2,BayesC
SdW_z,PAK_2020,PAK,0.209248001,0.088686076,0.818167826,48,10,4,2010,CV2,BayesC
SdW_z,PAK_2021,PAK,0.285163952,0.244388353,0.697699533,48,10,4,2010,CV2,BayesC
SdW_z,AUS_2017,AUS,0.161821518,0.283988615,0.410845174,73,10,5,2010,CV2,BayesC
SdW_z,AUS_2018,AUS,0.450377241,0.411886199,0.648724949,96,10,5,2010,CV2,BayesC
SdW_z,AUS_2019,AUS,0.383013236,0.328022799,0.737594719,48,10,5,2010,CV2,BayesC
SdW_z,PAK_2019,PAK,0.112687324,0.18216993,0.548695651,39,10,5,2010,CV2,BayesC
SdW_z,PAK_2020,PAK,0.145348335,0.065427718,0.452131318,48,10,5,2010,CV2,BayesC
SdW_z,PAK_2021,PAK,0.100269127,0.098834691,0.538563822,47,10,5,2010,CV2,BayesC
SdW_z,AUS_2017,AUS,0.189160003,0.283427133,0.425264073,74,11,1,2011,CV2,BayesC
SdW_z,AUS_2018,AUS,0.422077734,0.363411612,0.720811032,97,11,1,2011,CV2,BayesC
SdW_z,AUS_2019,AUS,0.142363147,0.089779081,0.584850883,48,11,1,2011,CV2,BayesC
SdW_z,PAK_2019,PAK,0.442574982,0.407801269,0.736707774,40,11,1,2011,CV2,BayesC
SdW_z,PAK_2020,PAK,0.17546106,0.142247807,0.439181432,49,11,1,2011,CV2,BayesC
SdW_z,PAK_2021,PAK,0.100476699,0.104008904,0.603678464,48,11,1,2011,CV2,BayesC
SdW_z,AUS_2017,AUS,0.12777908,0.269250353,0.395157059,73,11,2,2011,CV2,BayesC
SdW_z,AUS_2018,AUS,0.417940047,0.352762098,0.686371955,97,11,2,2011,CV2,BayesC
SdW_z,AUS_2019,AUS,0.415717336,0.386669561,0.869997744,48,11,2,2011,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.180064894,-0.122508774,0.340250067,40,11,2,2011,CV2,BayesC
SdW_z,PAK_2020,PAK,0.170990154,0.14099329,0.490717611,49,11,2,2011,CV2,BayesC
SdW_z,PAK_2021,PAK,0.271953893,0.24054069,0.639007556,48,11,2,2011,CV2,BayesC
SdW_z,AUS_2017,AUS,0.259937918,0.234595329,0.467610685,73,11,3,2011,CV2,BayesC
SdW_z,AUS_2018,AUS,0.342054103,0.346711465,0.586372656,97,11,3,2011,CV2,BayesC
SdW_z,AUS_2019,AUS,0.192981642,0.200298549,0.660417383,48,11,3,2011,CV2,BayesC
SdW_z,PAK_2019,PAK,0.082688475,0.070358463,0.44692446,40,11,3,2011,CV2,BayesC
SdW_z,PAK_2020,PAK,-0.003062733,-0.046606386,0.356014261,48,11,3,2011,CV2,BayesC
SdW_z,PAK_2021,PAK,0.118147387,0.260435326,0.443334002,48,11,3,2011,CV2,BayesC
SdW_z,AUS_2017,AUS,0.015646611,0.234985576,0.261124189,73,11,4,2011,CV2,BayesC
SdW_z,AUS_2018,AUS,0.242526232,0.194422254,0.630972686,97,11,4,2011,CV2,BayesC
SdW_z,AUS_2019,AUS,0.315558812,0.311363278,0.675123563,48,11,4,2011,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.115666802,0.031828472,0.435615255,40,11,4,2011,CV2,BayesC
SdW_z,PAK_2020,PAK,0.175457298,0.16882593,0.594592725,48,11,4,2011,CV2,BayesC
SdW_z,PAK_2021,PAK,0.252304217,0.280300777,0.576534406,48,11,4,2011,CV2,BayesC
SdW_z,AUS_2017,AUS,0.325292809,0.345011648,0.489804428,73,11,5,2011,CV2,BayesC
SdW_z,AUS_2018,AUS,0.304599741,0.301847375,0.655895115,96,11,5,2011,CV2,BayesC
SdW_z,AUS_2019,AUS,0.312492465,0.198393313,0.746293032,48,11,5,2011,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.15568616,-0.137410027,0.43533877,39,11,5,2011,CV2,BayesC
SdW_z,PAK_2020,PAK,0.205897399,0.154628472,0.634087897,48,11,5,2011,CV2,BayesC
SdW_z,PAK_2021,PAK,0.242177627,0.227259588,0.708797365,47,11,5,2011,CV2,BayesC
SdW_z,AUS_2017,AUS,0.106221226,0.113671708,0.387842469,74,12,1,2012,CV2,BayesC
SdW_z,AUS_2018,AUS,0.420811241,0.448965235,0.658265595,97,12,1,2012,CV2,BayesC
SdW_z,AUS_2019,AUS,0.20640048,0.105845954,0.761938602,48,12,1,2012,CV2,BayesC
SdW_z,PAK_2019,PAK,0.000596394,0.102060153,0.497721779,40,12,1,2012,CV2,BayesC
SdW_z,PAK_2020,PAK,0.051392322,0.045999407,0.582184643,49,12,1,2012,CV2,BayesC
SdW_z,PAK_2021,PAK,0.128270546,0.090867146,0.685534295,48,12,1,2012,CV2,BayesC
SdW_z,AUS_2017,AUS,0.094009426,0.203397153,0.508857718,73,12,2,2012,CV2,BayesC
SdW_z,AUS_2018,AUS,0.242804296,0.238041385,0.503356507,97,12,2,2012,CV2,BayesC
SdW_z,AUS_2019,AUS,0.261285179,0.266359073,0.67340696,48,12,2,2012,CV2,BayesC
SdW_z,PAK_2019,PAK,0.093109133,0.098336121,0.480002863,40,12,2,2012,CV2,BayesC
SdW_z,PAK_2020,PAK,0.22497607,0.132496015,0.563272125,49,12,2,2012,CV2,BayesC
SdW_z,PAK_2021,PAK,0.068287794,0.21950161,0.431746211,48,12,2,2012,CV2,BayesC
SdW_z,AUS_2017,AUS,0.112990674,0.245527967,0.361277756,73,12,3,2012,CV2,BayesC
SdW_z,AUS_2018,AUS,0.219066707,0.168796458,0.604704154,97,12,3,2012,CV2,BayesC
SdW_z,AUS_2019,AUS,0.183963912,0.162197374,0.699029371,48,12,3,2012,CV2,BayesC
SdW_z,PAK_2019,PAK,0.053011288,0.107197605,0.471025341,40,12,3,2012,CV2,BayesC
SdW_z,PAK_2020,PAK,-0.026460022,-0.016190821,0.436996837,48,12,3,2012,CV2,BayesC
SdW_z,PAK_2021,PAK,-0.040090548,-0.036585697,0.431122347,48,12,3,2012,CV2,BayesC
SdW_z,AUS_2017,AUS,0.224290996,0.453601569,0.399173436,73,12,4,2012,CV2,BayesC
SdW_z,AUS_2018,AUS,0.531315167,0.429909922,0.797619086,97,12,4,2012,CV2,BayesC
SdW_z,AUS_2019,AUS,0.281169583,0.162292724,0.707405955,48,12,4,2012,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.000933379,-0.013561982,0.573130237,40,12,4,2012,CV2,BayesC
SdW_z,PAK_2020,PAK,0.306225424,0.272141937,0.685237352,48,12,4,2012,CV2,BayesC
SdW_z,PAK_2021,PAK,0.24379428,0.259372895,0.657088412,48,12,4,2012,CV2,BayesC
SdW_z,AUS_2017,AUS,0.356455495,0.341049873,0.569492042,73,12,5,2012,CV2,BayesC
SdW_z,AUS_2018,AUS,0.261148543,0.202462102,0.739155676,96,12,5,2012,CV2,BayesC
SdW_z,AUS_2019,AUS,0.285507589,0.30857329,0.694481649,48,12,5,2012,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.042181273,-0.022233062,0.389977103,39,12,5,2012,CV2,BayesC
SdW_z,PAK_2020,PAK,0.241057492,0.231815615,0.531834458,48,12,5,2012,CV2,BayesC
SdW_z,PAK_2021,PAK,0.293123491,0.255139517,0.758514383,47,12,5,2012,CV2,BayesC
SdW_z,AUS_2017,AUS,-0.103531143,0.050446181,0.278165721,74,13,1,2013,CV2,BayesC
SdW_z,AUS_2018,AUS,0.250434053,0.21966519,0.603613547,97,13,1,2013,CV2,BayesC
SdW_z,AUS_2019,AUS,0.399836729,0.411919559,0.68977361,48,13,1,2013,CV2,BayesC
SdW_z,PAK_2019,PAK,0.166108875,0.215472824,0.590629815,40,13,1,2013,CV2,BayesC
SdW_z,PAK_2020,PAK,0.066253412,0.156591483,0.466085986,49,13,1,2013,CV2,BayesC
SdW_z,PAK_2021,PAK,0.170316863,0.298851828,0.459379958,48,13,1,2013,CV2,BayesC
SdW_z,AUS_2017,AUS,0.227872618,0.269400476,0.475112756,73,13,2,2013,CV2,BayesC
SdW_z,AUS_2018,AUS,0.480199451,0.45318623,0.76321919,97,13,2,2013,CV2,BayesC
SdW_z,AUS_2019,AUS,0.051946319,0.019161872,0.619235814,48,13,2,2013,CV2,BayesC
SdW_z,PAK_2019,PAK,-0.228831994,-0.177913301,0.344697391,40,13,2,2013,CV2,BayesC
SdW_z,PAK_2020,PAK,0.074158312,0.0275947,0.557296442,49,13,2,2013,CV2,BayesC
SdW_z,PAK_2021,PAK,0.235769728,0.087555978,0.736632028,48,13,2,2013,CV2,BayesC
SdW_z,AUS_2017,AUS,0.212122452,0.223393014,0.499659107,73,13,3,2013,CV2,BayesC
SdW_z,AUS_2018,AUS,0.362425508,0.283238325,0.687341904,97,13,3,2013,CV2,BayesC
SdW_z,AUS_2019,AUS,0.278004533,0.153837804,0.784096942,48,13,3,2013,CV2,BayesC
SdW_z,PAK_2019,PAK,0.036138543,0.105392434,0.470717206,40,13,3,2013,CV2,BayesC
SdW_z,PAK_2020,PAK,0.261468981,0.248315429,0.460061994,48,13,3,2013,CV2,BayesC
SdW_z,PAK_2021,PAK,0.130735617,0.153616502,0.488408535,48,13,3,2013,CV2,BayesC
SdW_z,AUS_2017,AUS,0.220045912,0.344178584,0.440084987,73,13,4,2013,CV2,BayesC
SdW_z,AUS_2018,AUS,0.394344319,0.338614285,0.68305642,97,13,4,2013,CV2,BayesC
SdW_z,AUS_2019,AUS,0.353254367,0.391412908,0.771055275,48,13,4,2013,CV2,BayesC
SdW_z,PAK_2019,PAK,0.077289468,0.128264882,0.519992896,40,13,4,2013,CV2,BayesC
SdW_z,PAK_2020,PAK,-0.112554311,-0.089129097,0.294168623,48,13,4,2013,CV2,BayesC
